,indpro,payems,pi_transfer,real_manf_trade,personal_consump,capacity_util
2015-08-01,-0.00184021074428653,0.0009432767597434832,0.0020376981070153732,0.0012486196235652613,0.002462371511309236,-0.2179000000000002
2015-09-01,-0.002794967313555219,0.001054852418487684,0.002677662098314215,0.009743476678540475,0.0005858843882942111,-0.1897999999999911
2015-10-01,-0.0048472353195281315,0.0021344275693024883,0.002647845823517514,-0.0021137608827892507,0.0006900662110034261,-0.09900000000000375
2015-11-01,-0.007384517731686024,0.0016048386867613118,-0.0006121639430123338,-0.0019889304822395815,0.0016604794140580026,-0.20239999999999725
2015-12-01,-0.004916123240685799,0.001881876134723015,0.0038104769959801388,-0.0014414801386859466,0.0031566965313816198,-0.21280000000000143
2016-01-01,0.005226534839914088,0.0009291376106368432,0.0012569103490811528,0.0006835433243139732,0.0016732752803738649,0.2845999999999975
2016-02-01,-0.005198264319299817,0.0013676838037817163,-0.0005116051723526027,0.007965863480574598,0.006644611489022623,-0.29009999999999536
2016-03-01,-0.007447561483016507,0.0017835500150660266,-0.0001279422004039077,0.0004007970962103258,-0.003730865577798781,-0.08549999999999613
2016-04-01,0.0033764655587065207,0.0013355780446335785,-0.0017627521570524607,-0.0009196700797122759,0.002647145525610739,-0.11650000000000205
2016-05-01,-0.002270369719856724,0.00031971753922910295,-0.0007467161807355183,-0.005628755256378071,0.0016406048120627403,-0.09480000000000643
2016-06-01,0.004712588491569747,0.0017149983199971075,0.0014853410155275526,0.005976452441919022,0.00443368469490224,0.13470000000000937
2016-07-01,0.001171402354962936,0.002584294066121373,0.004645332586603601,-0.0007992080454375383,0.0018253607078273504,0.006399999999999295
2016-08-01,-0.0015082196772331358,0.0009751678787583984,0.0007721284515618265,0.007601861195622561,0.001075197351076973,-0.34660000000000935
2016-09-01,-0.0010556910872727698,0.0021130561538083015,0.003022800485018351,0.0014181466242124685,0.002667635819674885,0.12510000000000332
2016-10-01,0.0001559439981937416,0.0006757875250293921,0.0012692441489523532,0.0012302124728318375,-0.0004594298046560752,0.06300000000000239
2016-11-01,-0.004180408725706464,0.0008130978094662566,0.003612249813768287,0.00038668696759280863,0.0016835450243295469,-0.06289999999999907
2016-12-01,0.0068125945893555695,0.0015485685720744158,0.003599248415264711,0.012117947661518969,0.007009730536254644,0.03810000000000002
2017-01-01,-0.002632185863649106,0.0015118407475629425,0.003106442443950641,0.002777802995506562,0.0005971085953575539,0.15399999999999636
2017-02-01,-0.004022819294649871,0.0014958455344142862,0.003531084924372152,-0.0015959085970873588,0.000536081861410409,-0.0367999999999995
2017-03-01,0.006577241165916625,0.000849850641932548,0.003936550324423749,-0.002097537705445518,0.0044293620592696925,-0.1846000000000032
2017-04-01,0.010135936505023757,0.0014034129192470601,0.0029130426741872384,-0.0035263611140674556,0.0003321673952880744,0.9786000000000001
2017-05-01,0.0011830347817092246,0.001401446111346516,0.0071441099385598505,0.004032787558733375,0.0006338315327063526,-0.01649999999999352
2017-06-01,0.0020579802852100926,0.0013858407545637164,0.0007398918064467352,0.0033100709989550836,0.003193222643862903,0.15699999999999648
2017-07-01,-0.0023975598889283134,0.0012885413655823186,0.0033877970480560293,0.004020120608787536,0.002513255987696361,-0.20120000000000005
