,delta_s,s
2023-07-18,-0.40620546485995424,0.7665458174822206
2023-07-19,0.295124252271707,1.0616700697539276
2023-07-20,-0.08901118010134179,0.9726588896525858
2023-07-21,-0.058187220707010656,0.9144716689455752
2023-07-24,0.4770187301009772,1.3914903990465524
2023-07-25,0.5407648848765207,1.932255283923073
2023-07-26,-0.023313469752004323,1.9089418141710688
2023-07-27,-0.4464678843953911,1.4624739297756777
2023-07-28,0.49276804910890015,1.9552419788845778
2023-07-31,-0.5532672470259226,1.4019747318586553
2023-08-01,0.14844224224002334,1.5504169740986786
2023-08-02,1.5558457957262977,3.1062627698249763
2023-08-03,-0.5855595084461895,2.5207032613787868
2023-08-04,0.3662874498655224,2.886990711244309
2023-08-07,0.400680673249473,3.287671384493782
2023-08-08,-0.4681011302107172,2.819570254283065
2023-08-09,0.208577634677642,3.028147888960707
2023-08-10,0.08158821175576358,3.1097361007164706
2023-08-11,-0.3868443127606218,2.7228917879558487
2023-08-14,0.007066649102099198,2.729958437057948
2023-08-15,-0.517088792849222,2.212869644208726
2023-08-16,-0.29920292599735476,1.9136667182113711
2023-08-17,-0.5420648473648539,1.3716018708465172
2023-08-18,0.35909727171281824,1.7306991425593354
2023-08-21,0.22586495378540805,1.9565640963447435
2023-08-22,-0.40796080724631034,1.5486032890984331
2023-08-23,-0.2803467162600133,1.2682565728384199
2023-08-24,-0.37687095821133587,0.891385614627084
